x,y,z,type
691.2868560802474,444.8990052508925,0.0,CAF
713.8718527922313,299.3759722495397,0.0,CAF
702.412470224082,536.9873028928585,0.0,CAF
-97.75759273497385,658.2406033261614,0.0,CAF
670.6091075072068,425.6675865165503,0.0,CAF
234.0559022376392,-319.70087991687575,0.0,CAF
563.0562062053114,-671.6676302243202,0.0,CAF
-195.37690997987454,405.7050559956135,0.0,CAF
14.452172772840868,730.5094140576109,0.0,CAF
625.8841386489928,-595.7273668254054,0.0,CAF
176.99739541426038,-383.2122429436785,0.0,CAF
607.1454256838776,339.28513955692256,0.0,CAF
52.597135551701285,733.7835233627964,0.0,CAF
649.6293779788336,-452.46124412180166,0.0,CAF
638.9964696042264,791.4777795658229,0.0,CAF
-252.46720427223568,443.21426939482626,0.0,CAF
591.1245413167562,-708.255007023044,0.0,CAF
-606.4206713910793,-271.3521395946699,0.0,CAF
566.3938904484617,529.5808226199631,0.0,CAF
-598.4420166765009,-694.0619021224096,0.0,CAF
114.56680633285839,775.7747698885253,0.0,CAF
-743.567706315574,-780.0787931887402,0.0,CAF
570.3991115402421,760.3260599630869,0.0,CAF
370.26520682715363,-625.0513069616544,0.0,CAF
768.2284247521072,504.1667411685471,0.0,CAF
661.835766068069,-642.1052840707033,0.0,CAF
700.2986035367535,-238.88124002916504,0.0,CAF
54.98119572537996,550.051952644618,0.0,CAF
-76.53945718923273,565.7231748529334,0.0,CAF
583.988254530211,357.5152530183195,0.0,CAF
661.2476978918949,132.0785229952536,0.0,CAF
436.9871042211771,-796.1108031700054,0.0,CAF
-78.35134292122859,311.5346791353013,0.0,CAF
266.19303337882934,-775.183522965453,0.0,CAF
-533.5320050144733,-13.476297475081537,0.0,CAF
753.8922762410523,250.20075773379176,0.0,CAF
707.1011218989834,-343.6686315295931,0.0,CAF
704.2879308940426,173.1161454515111,0.0,CAF
709.3898196657151,250.12128906133603,0.0,CAF
460.31910645424705,663.8510916015521,0.0,CAF
739.6673838714357,609.9236504729381,0.0,CAF
99.37239615927899,60.52493031590768,0.0,CAF
